Topic,Source,Last Updated,Question,Answer
Vaccine Brands,FDA,3/31/2021,The reissued LOA also mentions that changes pertaining to safety monitoring were made to the Fact Sheet for Healthcare Providers Administering Vaccine Vaccination Providersand the Fact Sheet for Recipients and Caregivers. What were these changes?,The reissued LOA includes updated language (found at letter â€œTâ€ of the LOA) to clarify the instructions for reporting adverse events to the Vaccine Adverse Event Reporting System (VAERS).
Vaccine Brands,FDA,3/31/2021,Why did FDA revise and issue a new LOA when the agency already posted information about the potential for extra doses in the vials?,"The Fact Sheet for Healthcare Providers Administering Vaccine (Vaccination Providers) was updated to include in the Warnings section reference to guidelines from the Centers for Disease Control and Prevention for monitoring Pfizer-BioNTech COVID-19 Vaccine recipients for the occurrence of immediate adverse reactions. This is in addition to the warning that appropriate medical treatment used to manage immediate allergic reactions must be immediately available in the event an acute anaphylactic reaction occurs following administration of Pfizer-BioNTech COVID-19 Vaccine. Severe allergic reactions have been reported following the Pfizer-BioNTech COVID-19 Vaccine during mass vaccination outside of the clinical trial setting.The Fact Sheet for Healthcare Providers Administering Vaccine (Vaccination Providers) was also updated to instruct vaccination providers to provide information about v-safe to vaccine recipients. V-safe is a new voluntary smartphone-based tool that uses text messaging and web surveys to check in with people who have been vaccinated to identify potential side effects after COVID-19 vaccination.The original Fact Sheet for Recipients and Caregivers informed vaccine recipients about a remote chance that the Pfizer-BioNTech COVID-19 Vaccine could cause a severe allergic reaction soon after vaccination. The Fact Sheet for Recipients and Caregivers was updated to inform vaccine recipients that because of the possibility of allergic reactions, their vaccination provider may ask them to stay at the place where they received their vaccine for monitoring after vaccination. The Fact Sheet for Recipients and Caregivers was also updated to provide information on v-safe."
Vaccine Brands,DOH,3/31/2021,Which vaccine is the best?,"There is no straightforward answer to the question ""Which vaccine is the best."" To know more about the different vaccine brands available, visit the DOH website: https://doh.gov.ph/vaccines"
Vaccine Brands,DOH,3/31/2021,Which vaccine brand should I take?,"There is no straightforward answer to the question ""Which vaccine is the best."" To know more about the different vaccine brands available, visit the DOH website: https://doh.gov.ph/vaccines"
Vaccine Brands,DOH,3/31/2021,What are the candidate vaccines that can become available once they pass FDA requirements and are granted EUA.,"Our current vaccine portfolio consists of eight vaccines - Pfizer-BioNTech, Oxford AstraZeneca, Sinovac CoronaVac, Gamaleya Sputnik V, Bharat BioTech, Moderna, Novavax, and Janssen. As of March 05, 2021, only Pfizer, AstraZeneca, and Sinovac have been issued an Emergency Use Authorization (EUA) by the Philippine FDA."
Vaccine Brands,DOH,3/31/2021,CAN A PERSON DECLINE THE VACCINATION?,"Yes. Vaccination is not mandatory and anyone may opt to decline. Refusal to vaccination, however, will subject the vaccinee to a rescheduling process according to the prioritization framework for COVID-19 vaccination. For persons who will refuse vaccination onsite, reason/s for refusal may be documented using the informed consent form.

Note that for Sinovac, in accordance with the Philippine Food and Drug Administration (FDA) and interim National Immunization Technical Advisory Group (iNITAG) recommendations, healthcare frontliners reserve the right to choose and may refuse vaccination without losing his/her slot in the priority list."
Vaccine Brands,DOH,3/31/2021,WHEN WILL THE COVID-19 VACCINE BE AVAILABLE?,"The government is currently in the initial phase of vaccine rollout with the availability of Sinovac and AstraZeneca vaccines in the country. Likewise, the country is in the advanced stages of negotiations with the COVAX Facility and various other vaccine manufacturers."
Vaccine Brands,DOH,3/31/2021,ARE THERE ENOUGH VACCINES FOR ALL FILIPINOS?,"The prioritization framework for COVID-19 vaccination based on the WHO Strategic Advisory Group of Experts (SAGE) on Immunization, together with the recommendations of independent bodies of experts including the Interim National Immunization Technical Advisory Group (iNITAG) and the Technical Advisory Group (TAG), was formulated due to the limited global supply of COVID-19 vaccine products. With the guidance of this principle, the Philippine National Deployment and Vaccination Plan formulated strategies and contingencies to ensure the equitable distribution of vaccine products for all Filipinos."
Vaccine Brands,DOH,3/31/2021,HOW DO WE ENSURE THAT THE PUBLIC IS PROTECTED FROM FALSE ADVERTISEMENTS OR CLAIMS OF VACCINE AVAILABILITY AND DISTRIBUTION?,"The Philippine Food and Drug Administration (FDA) is the government’s regulatory body for all medicines in the country. Information regarding products including vaccines may be accessed at the FDA website at https://www.fda.gov.ph/. It shall continuously provide advisories to the public based on their monitoring of products in the market. 

Intensified vaccine information campaigns and risk communication strategies are also presently in place to protect the public from misinformation."
Getting Vaccinated,DOH,3/31/2021,DO POTENTIAL VACCINE RECIPIENTS NEED TO UNDERGO RT-PCR TESTING FIRST BEFORE GETTING VACCINATED?,RT-PCR testing for COVID-19 is not required prior to vaccine administration.
Getting Vaccinated,DOH,3/31/2021,"IF A PERSON EXPERIENCED AN ANAPHYLACTIC REACTION FROM THE 1ST DOSE OF A SPECIFIC VACCINE BRAND, CAN THEY GET ANOTHER BRAND? IF YES, HOW LONG SHOULD THE INTERVAL BE?","Based on the Philippine FDA EUA of available vaccines here in the Philippines, occurrence of anaphylactic reaction after the 1st dose of COVID-19 vaccine is not advised for the inoculation of the 2nd dose of that vaccine type. Additionally, interchangeability of vaccine products is not recommended due to limited availability of scientific evidence."
Vaccine Distribution,DOH,3/31/2021,"WHICH HEALTHCARE WORKERS CAN SERVE AS VACCINATORS (PHARMACISTS, MIDWIVES, ETC.) AND HOW WILL THEY BE TRAINED FOR THIS?","This will still be finalized with DOH, PRC, and concerned organizations. Details are still being finalized for training, should there be a need for these (i.e. for pharmacists who did not acquire vaccination skills in their undergraduate studies). Healthcare workers will be updated through their respective networks/channels on next steps regarding this."
Getting Vaccinated,DOH,3/31/2021,HOW WILL SCREENING BE CONDUCTED PRIOR TO VACCINATION?,"At the screening area, the personnel assigned shall scan the individual's QR or Unique Code before they are clinically assessed for COVID-19 symptoms, comorbidities, and other important clinical information. Contraindications and precautions stated in the EUA issued by the Philippine FDA shall be followed for all vaccines.

Specific health screening (e.g. age, allergy to vaccine components) may be adopted per vaccine and shall be issued in vaccine-specific guidelines. Likewise, health screening shall follow clinical practice guidelines of medical societies, which shall be regularly updated based on best available evidence."
Getting Vaccinated,DOH,3/31/2021,WHO WILL CONDUCT THE SCREENING PRIOR TO VACCINATION?,"Using both the VIMS Vaccination Post System (VPS) and hard copy of the screening form, health workers shall update the profile of potential vaccine recipients and determine whether or not they are eligible for vaccination."
Getting Vaccinated,DOH,3/31/2021,HOW LONG BEFORE VACCINATION SHOULD SCREENING BE DONE?,"Individuals not belonging to special populations, like those who are immunodeficient or senior citizens with special conditions (i.e. bedridden, in vegetative state, with limited life expectancy), may have their health profiling, provision of informed consent, and screening on the same day of vaccination. Otherwise, they shall first obtain medical clearance from their attending physicians to discuss vaccine-specific risks and benefits."
Getting Vaccinated,DOH,3/31/2021,WHAT SITES OR AREAS WILL BE DESIGNATED AS VACCINATION SITES OR IMPLEMENTING UNITS FOR THE VACCINATION PROGRAM?,"”Implementing units”are those allowed to conduct vaccination activities. These are the following: a) hospitals, medical centers, infirmaries, b) rural health units, c) private clinics, and d) health facilities of government agencies."
Getting Vaccinated,DOH,3/31/2021,WHO WILL BE LIABLE FOR AND SHOULDER EXPENSES RELATED TO ADVERSE EVENTS FOLLOWING IMMUNIZATION?,"The government will have an indemnification fund for all those who will experience adverse effects or events following immunization. In cases of severe AEFIs, costs for hospitalization or management and treatment of the adverse events will be shouldered by the government through PhilHealth. PhilHealth coverage of hospitalization shall be in accordance with the rules and regulations of the National Health Insurance Program."
Vaccine Distribution,DOH,3/31/2021,HOW CAN LGUS AND PRIVATE COMPANIES ENTER INTO A TRIPARTITE AGREEMENT FOR THE PROCUREMENT OF VACCINES? WHICH OFFICE SHOULD THEY COORDINATE WITH?,Details on this will be part of the IRR of RA 11525 or An Act Establishing the COVID-19 Vaccination Program Expediting the Vaccine Procurement and Administration Process.
Vaccine Distribution,DOH,3/31/2021,"FOR LGUS AND PRIVATE COMPANIES ENTERING INTO A TRIPARTITE AGREEMENT, IS IT TRUE THAT THEY HAVE TO DONATE 1 VACCINE TO THE NATIONAL GOVERNMENT FOR EVERY 1 VACCINE THEY PROCURE?",Details on this will be part of the IRR of RA 11525 or An Act Establishing the COVID-19 Vaccination Program Expediting the Vaccine Procurement and Administration Process.
Getting Vaccinated,DOH,3/31/2021,WILL THE VACCINES BE AVAILABLE IN THE PHARMACY?,"No. Only vaccines which have finished the phase 4 clinical trials are provided a Certificate of Product Registration (CPR) which would allow the vaccines to be commercially available. To date, most of the vaccines are still in Phase 3, hence, the purchase of vaccines must be done through the tripartite agreement with the national government and manufacturers."
Vaccines General Info,DOH,3/31/2021,WHAT CAN YOU DO WHILE WAITING TO GET YOUR VACCINE?,"We urge the public to be more vigilant with the information found online. Let us make it a habit to fact check and verify with reliable sources (DOH Facebook page, DOH website, WHO website, PIA website) regarding new information. Continue observing the minimum public health standards to prevent further transmission of the virus."
